colonne,min_fin_fenetre,id_joueur,date_match,moment,mean,std,skewness,kurtosis,RMS,IQR,Q10,Q25,median,Q75,Q90,prop_sup_seuil
NormeGradGyro,5,joueur_12,match_20221016,MT2,3.81183,4.24041,1.87745,4.44702,5.70185,12.402,0.300438,0.86498,2.11469,5.47458,9.9167,
ACC X,10,joueur_12,match_20221016,MT2,-0.0754165,0.292208,0.66065,9.24966,0.301783,0.85479,-0.38209,-0.229594,-0.0792159,0.0803467,0.233894,
ACC Y,10,joueur_12,match_20221016,MT2,-0.897113,0.623416,0.00553817,1.86459,1.09246,2.37806,-1.63979,-1.10455,-0.9348,-0.700062,-0.0273705,
ACC Z,10,joueur_12,match_20221016,MT2,-0.407541,0.273236,-1.293,4.00759,0.49066,0.880777,-0.781343,-0.509276,-0.345508,-0.252865,-0.154139,
GYRO X,10,joueur_12,match_20221016,MT2,-0.985035,35.5763,-0.333195,19.1269,35.5899,99.5417,-34.1829,-16.654,-0.853948,13.9482,32.4873,
GYRO Y,10,joueur_12,match_20221016,MT2,3.6033,81.7636,-0.22933,2.90762,81.843,272.761,-96.1943,-34.9075,3.84556,46.4277,98.7229,
GYRO Z,10,joueur_12,match_20221016,MT2,0.693431,52.1333,-0.499564,7.59345,52.1379,164.919,-48.5225,-19.0009,0.962524,21.5689,48.9967,
NormeGradAcc,10,joueur_12,match_20221016,MT2,0.0376064,0.0434708,1.79161,3.57666,0.05748,0.132197,0.00341158,0.00773425,0.0187802,0.0546202,0.102551,0.12966386554621848
NormeGradGyro,10,joueur_12,match_20221016,MT2,4.44186,4.81598,2.68552,12.5763,6.55162,13.1481,0.73549,1.35896,2.61591,5.98946,10.5011,
ACC X,15,joueur_12,match_20221016,MT2,-0.0754835,0.346645,0.247562,9.55193,0.354768,0.943615,-0.423911,-0.256176,-0.0776479,0.0979273,0.270853,
ACC Y,15,joueur_12,match_20221016,MT2,-0.897485,0.676423,-0.0870002,0.776475,1.12384,2.46684,-1.82438,-1.19283,-0.911781,-0.607433,0.0863016,
ACC Z,15,joueur_12,match_20221016,MT2,-0.425777,0.307379,-1.15165,5.14471,0.525136,0.909123,-0.820064,-0.564192,-0.36191,-0.239455,-0.12874,
GYRO X,15,joueur_12,match_20221016,MT2,-1.49461,41.1769,-0.062337,8.59394,41.204,113.426,-39.0132,-20.0255,-1.76193,16.3569,38.743,
GYRO Y,15,joueur_12,match_20221016,MT2,1.01192,84.6677,0.0480176,2.05231,84.6738,279.649,-101.303,-44.0452,0.0379141,44.9027,105.621,
GYRO Z,15,joueur_12,match_20221016,MT2,-1.06551,55.5251,-0.284177,7.1347,55.5354,178.626,-56.5112,-23.3124,-0.931251,21.1004,57.1714,
NormeGradAcc,15,joueur_12,match_20221016,MT2,0.0465223,0.0452037,1.5844,2.80692,0.0648667,0.136375,0.00708612,0.0132709,0.0284296,0.0672676,0.114055,0.16
NormeGradGyro,15,joueur_12,match_20221016,MT2,5.33518,5.11263,2.76225,12.5333,7.38939,13.6109,1.15485,2.00025,3.70311,7.1348,10.9812,
ACC X,20,joueur_12,match_20221016,MT2,-0.0788684,0.317973,0.259785,8.83387,0.327609,0.921476,-0.41472,-0.249438,-0.0826648,0.0860169,0.265113,
ACC Y,20,joueur_12,match_20221016,MT2,-0.907967,0.691211,-0.224108,0.98786,1.14113,2.54046,-1.86538,-1.16705,-0.924398,-0.635934,0.0863928,
ACC Z,20,joueur_12,match_20221016,MT2,-0.406199,0.294698,-1.08271,5.99479,0.501841,0.906872,-0.791975,-0.529019,-0.347514,-0.234644,-0.123945,
GYRO X,20,joueur_12,match_20221016,MT2,-0.727779,39.0225,2.20523,34.5011,39.0293,103.781,-36.7649,-18.3497,-1.81038,15.0187,35.0924,
GYRO Y,20,joueur_12,match_20221016,MT2,3.93894,84.6242,0.0111645,1.05454,84.7158,284.431,-103.737,-41.8293,4.34593,48.5746,110.56,
GYRO Z,20,joueur_12,match_20221016,MT2,1.3726,53.6323,0.100342,5.12272,53.6499,184.148,-52.8331,-21.3434,0.22858,22.6048,57.9821,
NormeGradAcc,20,joueur_12,match_20221016,MT2,0.0448696,0.0467646,1.50201,1.93779,0.064809,0.14199,0.00538715,0.0110603,0.0241775,0.0670385,0.117878,0.16938375350140056
NormeGradGyro,20,joueur_12,match_20221016,MT2,4.96328,4.80752,2.71144,15.4318,6.90987,13.0468,0.995221,1.6838,3.23602,7.03677,10.9459,
ACC X,25,joueur_12,match_20221016,MT2,-0.0735605,0.330727,0.468365,10.721,0.338809,0.941655,-0.415815,-0.241007,-0.0753989,0.0890393,0.273344,
ACC Y,25,joueur_12,match_20221016,MT2,-0.916677,0.668798,-0.22019,0.727285,1.13472,2.4693,-1.87013,-1.18957,-0.921554,-0.620506,0.0501716,
ACC Z,25,joueur_12,match_20221016,MT2,-0.404439,0.302372,0.551675,16.2559,0.504975,0.889572,-0.796531,-0.561671,-0.357922,-0.218323,-0.107832,
GYRO X,25,joueur_12,match_20221016,MT2,-0.642768,38.1771,-0.0389609,11.2025,38.1825,110.326,-37.4124,-18.8523,-1.35401,16.4916,37.8808,
GYRO Y,25,joueur_12,match_20221016,MT2,4.73241,84.8975,-0.590754,4.5582,85.0293,277.396,-100.224,-36.6181,6.23272,50.592,108.398,
GYRO Z,25,joueur_12,match_20221016,MT2,1.89629,53.7462,-0.246314,4.97161,53.7796,181.091,-55.2375,-19.869,1.52185,24.8841,61.5699,
NormeGradAcc,25,joueur_12,match_20221016,MT2,0.0464722,0.0460524,1.64094,3.65569,0.0654254,0.139127,0.00619653,0.0129479,0.0277017,0.0684793,0.115421,0.16711484593837536
NormeGradGyro,25,joueur_12,match_20221016,MT2,5.26184,4.89443,2.52165,12.7234,7.18626,13.2504,1.03354,1.83675,3.63929,7.50169,11.2829,
ACC X,5,joueur_18,match_20221016,MT1,-0.0676622,0.319266,-0.138016,3.76364,0.326357,0.962255,-0.420373,-0.257868,-0.0698076,0.11919,0.301836,
ACC Y,5,joueur_18,match_20221016,MT1,-0.941761,0.763393,-0.39576,0.250283,1.2123,2.74237,-2.05085,-1.25871,-0.944195,-0.516314,0.12478,
ACC Z,5,joueur_18,match_20221016,MT1,-0.386126,0.337526,-1.14141,3.18657,0.512852,1.02993,-0.848741,-0.571647,-0.307838,-0.163626,-0.0384797,
GYRO X,5,joueur_18,match_20221016,MT1,0.453966,35.5517,-0.0273113,4.51698,35.5546,109.777,-37.2793,-17.8181,0.264527,18.474,39.7216,
GYRO Y,5,joueur_18,match_20221016,MT1,1.27763,82.9165,-0.0877603,1.26192,82.9263,283.951,-109.443,-38.9677,4.18812,45.4544,103.012,
GYRO Z,5,joueur_18,match_20221016,MT1,0.700698,51.4694,-0.0546456,2.23528,51.4741,178.093,-59.7822,-23.6107,0.492792,24.8884,62.647,
NormeGradAcc,5,joueur_18,match_20221016,MT1,0.0520542,0.0492191,1.29971,1.10696,0.0716391,0.151372,0.00716353,0.0154828,0.0323958,0.0777497,0.130439,0.19910364145658263
NormeGradGyro,5,joueur_18,match_20221016,MT1,5.363,4.46958,1.61002,3.82619,6.98133,13.4847,1.14342,2.04342,3.99572,7.48515,11.5329,
ACC X,10,joueur_18,match_20221016,MT1,-0.0446791,0.332597,0.0109979,2.91415,0.335584,0.968059,-0.412167,-0.255713,-0.0505352,0.170644,0.330205,
ACC Y,10,joueur_18,match_20221016,MT1,-0.941321,0.778748,-0.374423,0.144813,1.22169,2.73533,-2.09057,-1.285,-0.922624,-0.507539,0.145906,
ACC Z,10,joueur_18,match_20221016,MT1,-0.387451,0.32475,-1.11695,4.15535,0.50555,0.985259,-0.817912,-0.561023,-0.327833,-0.179184,-0.0464648,
GYRO X,10,joueur_18,match_20221016,MT1,0.554255,39.1411,0.0635719,5.28895,39.145,120.658,-41.5098,-19.5169,0.515691,19.8478,43.1909,
GYRO Y,10,joueur_18,match_20221016,MT1,0.678607,84.9899,-0.256917,1.3729,84.9926,283.631,-107.881,-42.1206,3.51142,49.4342,101.733,
GYRO Z,10,joueur_18,match_20221016,MT1,0.499032,53.0855,-0.267802,3.82395,53.0878,172.486,-59.7612,-25.9649,0.873314,27.2255,61.9844,
NormeGradAcc,10,joueur_18,match_20221016,MT1,0.0536918,0.0488152,1.26657,1.12569,0.0725654,0.148288,0.00826649,0.0165641,0.0343045,0.0810105,0.129278,0.20292717086834733
NormeGradGyro,10,joueur_18,match_20221016,MT1,5.57698,4.74092,2.20493,8.37026,7.31977,13.2515,1.32799,2.24151,4.17789,7.55753,11.5469,
ACC X,15,joueur_18,match_20221016,MT1,-0.0567114,0.293932,-0.610685,5.57839,0.299353,0.87047,-0.379095,-0.21993,-0.0455001,0.110315,0.281456,
ACC Y,15,joueur_18,match_20221016,MT1,-0.946692,0.743176,-0.307417,0.545798,1.20355,2.65196,-2.01889,-1.23283,-0.974173,-0.593894,0.126728,
ACC Z,15,joueur_18,match_20221016,MT1,-0.368083,0.312769,-1.14737,3.57889,0.483022,0.948743,-0.786046,-0.520366,-0.303747,-0.173736,-0.0609049,
GYRO X,15,joueur_18,match_20221016,MT1,-0.224242,37.7096,0.0435716,6.2035,37.7103,117.115,-37.2495,-16.7891,-0.826606,15.9052,38.7942,
GYRO Y,15,joueur_18,match_20221016,MT1,3.65045,77.3143,-0.0872428,2.42358,77.4004,264.111,-90.9484,-28.3815,3.14981,40.6482,94.019,
GYRO Z,15,joueur_18,match_20221016,MT1,2.22644,47.9441,0.0294091,5.12963,47.9957,157.89,-48.7091,-19.8408,0.919306,22.2993,57.4929,
NormeGradAcc,15,joueur_18,match_20221016,MT1,0.0471515,0.0474899,1.40105,2.41959,0.066922,0.140488,0.00252815,0.0106381,0.0289821,0.07449,0.118064,0.1772829131652661
NormeGradGyro,15,joueur_18,match_20221016,MT1,4.60854,4.41361,2.14305,7.86983,6.38111,12.6303,0.620267,1.48673,3.27986,6.46337,10.1536,
ACC X,20,joueur_18,match_20221016,MT1,-0.0518114,0.319643,-0.144602,2.74808,0.323815,0.935079,-0.40861,-0.254091,-0.0612755,0.160927,0.321687,
ACC Y,20,joueur_18,match_20221016,MT1,-0.940575,0.744178,-0.323178,0.199596,1.19937,2.64728,-2.02972,-1.25089,-0.938614,-0.556689,0.117054,
ACC Z,20,joueur_18,match_20221016,MT1,-0.383124,0.312459,-1.32832,4.49749,0.494383,0.934206,-0.790451,-0.543742,-0.320737,-0.177719,-0.0656078,
GYRO X,20,joueur_18,match_20221016,MT1,-0.0974563,34.2163,0.151284,3.73028,34.2164,105.307,-36.7899,-17.8224,-0.506088,17.5744,37.1283,
GYRO Y,20,joueur_18,match_20221016,MT1,2.07237,81.4926,-0.27595,1.33146,81.519,278.316,-104.733,-35.7412,4.18045,49.6183,99.3143,
GYRO Z,20,joueur_18,match_20221016,MT1,0.652246,49.3555,-0.186904,2.63007,49.3599,165.267,-56.742,-23.0734,0.155295,26.1296,57.4885,
NormeGradAcc,20,joueur_18,match_20221016,MT1,0.0503163,0.0464207,1.36171,1.65563,0.0684588,0.140426,0.00777013,0.0155483,0.031791,0.0754976,0.121102,0.1795798319327731
NormeGradGyro,20,joueur_18,match_20221016,MT1,4.83698,3.95296,1.71565,4.09149,6.24678,11.8608,1.17892,2.00494,3.60205,6.60407,10.1427,
ACC X,25,joueur_18,match_20221016,MT1,-0.0377992,0.304449,-0.152089,6.46958,0.306787,0.881993,-0.355837,-0.194906,-0.0326175,0.112183,0.282095,
ACC Y,25,joueur_18,match_20221016,MT1,-0.947867,0.659885,-0.319453,1.09946,1.15495,2.48769,-1.82668,-1.15176,-0.967764,-0.720175,0.0365036,
ACC Z,25,joueur_18,match_20221016,MT1,-0.36997,0.307715,-1.42288,5.69657,0.481213,0.914531,-0.758875,-0.499054,-0.304346,-0.19164,-0.0806937,
GYRO X,25,joueur_18,match_20221016,MT1,-0.308104,33.3935,0.0270682,10.8085,33.3949,98.4167,-31.6857,-14.6725,-0.651086,13.4504,32.3544,
GYRO Y,25,joueur_18,match_20221016,MT1,3.26237,74.258,-0.201563,2.72519,74.3297,259.82,-78.6593,-24.3042,2.68712,34.2575,89.7835,
GYRO Z,25,joueur_18,match_20221016,MT1,1.78939,51.3635,-0.033708,4.36194,51.3947,169.289,-51.12,-19.4803,1.37391,23.2124,55.7652,
NormeGradAcc,25,joueur_18,match_20221016,MT1,0.0421076,0.0466935,1.49409,1.76785,0.0628755,0.139315,0.00257337,0.00790691,0.0226255,0.0642243,0.115107,0.1554761904761905
NormeGradGyro,25,joueur_18,match_20221016,MT1,4.10556,4.35303,2.27834,8.0318,5.98369,12.6044,0.563127,1.21375,2.50146,5.61804,9.72479,
ACC X,30,joueur_18,match_20221016,MT1,-0.0245323,0.341375,0.0381705,7.41778,0.342255,0.962029,-0.377008,-0.199606,-0.02838,0.147507,0.333831,
ACC Y,30,joueur_18,match_20221016,MT1,-0.887316,0.719566,-0.133032,0.974327,1.14241,2.63794,-1.8466,-1.13968,-0.92594,-0.615924,0.145517,
ACC Z,30,joueur_18,match_20221016,MT1,-0.390434,0.316924,-0.882041,3.77266,0.502872,0.949014,-0.798946,-0.561314,-0.332184,-0.183654,-0.0776434,
GYRO X,30,joueur_18,match_20221016,MT1,0.24889,40.6347,0.512858,9.97578,40.6354,112.72,-37.0986,-17.1371,-0.520342,16.3814,37.7592,
GYRO Y,30,joueur_18,match_20221016,MT1,0.990646,79.7527,-0.110821,2.25144,79.7588,272.904,-92.9203,-35.1513,2.43716,38.3695,92.2985,
GYRO Z,30,joueur_18,match_20221016,MT1,0.0330085,54.5578,-0.0313151,5.45097,54.5579,179.166,-54.3849,-22.7771,-0.306425,21.8938,54.2754,
NormeGradAcc,30,joueur_18,match_20221016,MT1,0.0440792,0.0481888,1.65812,2.80385,0.065308,0.143143,0.00470491,0.0100071,0.0238466,0.0640146,0.11816,0.16310924369747898
NormeGradGyro,30,joueur_18,match_20221016,MT1,4.43654,4.70397,2.46788,8.76101,6.46608,13.1455,0.800666,1.43544,2.70527,5.80716,10.4457,
ACC X,35,joueur_18,match_20221016,MT1,-0.0391561,0.241633,0.00833613,2.77202,0.244785,0.765604,-0.316811,-0.177184,-0.0459066,0.0920048,0.250864,
ACC Y,35,joueur_18,match_20221016,MT1,-0.918869,0.58316,0.047615,2.30102,1.0883,2.34476,-1.42259,-1.03655,-0.971558,-0.847567,-0.0340741,
ACC Z,35,joueur_18,match_20221016,MT1,-0.335139,0.228564,-1.23023,3.73285,0.405659,0.756014,-0.642276,-0.423689,-0.288877,-0.202725,-0.118133,
GYRO X,35,joueur_18,match_20221016,MT1,-0.202019,27.7414,0.254712,5.95136,27.7422,80.5428,-27.5051,-12.2422,-0.616255,11.3294,27.4598,
GYRO Y,35,joueur_18,match_20221016,MT1,1.70569,59.6605,-0.198715,4.0191,59.6849,200.57,-57.1251,-19.2087,1.28307,23.8759,66.6401,
GYRO Z,35,joueur_18,match_20221016,MT1,0.818999,34.9605,-0.116527,6.72161,34.9701,107.525,-32.0126,-13.9754,0.462382,15.6841,34.5535,
NormeGradAcc,35,joueur_18,match_20221016,MT1,0.0272065,0.0394143,2.0768,3.92446,0.0478924,0.120653,0.0011571,0.00329832,0.00958788,0.0293574,0.0900539,0.09319327731092437
NormeGradGyro,35,joueur_18,match_20221016,MT1,2.83855,3.45416,2.50971,9.01138,4.47086,10.1007,0.303604,0.716202,1.51055,3.47995,7.60097,
ACC X,40,joueur_18,match_20221016,MT1,-0.0362816,0.15336,0.200525,1.52307,0.157593,0.529544,-0.214155,-0.110292,-0.0371204,0.0292789,0.161001,
ACC Y,40,joueur_18,match_20221016,MT1,-0.988153,0.401904,-0.305137,6.6922,1.06676,1.40701,-1.18447,-1.02214,-1.00247,-0.949345,-0.796997,
ACC Z,40,joueur_18,match_20221016,MT1,-0.253686,0.155653,-1.79832,4.78906,0.297631,0.523799,-0.445288,-0.281982,-0.21835,-0.174607,-0.114164,
GYRO X,40,joueur_18,match_20221016,MT1,-0.132473,15.1413,0.136423,4.50334,15.1418,50.2389,-17.117,-6.79518,-0.437332,5.55245,17.393,
GYRO Y,40,joueur_18,match_20221016,MT1,1.17507,44.3322,-0.568876,5.58899,44.3477,146.281,-38.9672,-8.97979,1.08288,13.2279,45.9221,
GYRO Z,40,joueur_18,match_20221016,MT1,1.03562,21.4067,-0.00433685,4.02457,21.4317,68.0085,-21.1225,-5.81592,0.690257,7.67823,23.8088,
NormeGradAcc,40,joueur_18,match_20221016,MT1,0.0160437,0.0285643,2.7318,7.36157,0.0327615,0.0886818,0.000336514,0.000736342,0.00468278,0.015785,0.0493735,0.044369747899159664
NormeGradGyro,40,joueur_18,match_20221016,MT1,1.67816,2.26655,2.85284,11.6687,2.8202,6.4407,0.0799993,0.223227,0.934967,2.09457,4.17296,
ACC X,45,joueur_18,match_20221016,MT1,-0.0653035,0.304533,-0.339579,3.4852,0.311456,0.899276,-0.40597,-0.242945,-0.0483837,0.112252,0.276286,
ACC Y,45,joueur_18,match_20221016,MT1,-0.939148,0.676784,-0.249186,0.500334,1.1576,2.46415,-1.87104,-1.21117,-0.962924,-0.621433,0.0584044,
ACC Z,45,joueur_18,match_20221016,MT1,-0.382525,0.339629,-1.65803,6.29193,0.51154,0.987032,-0.798127,-0.51575,-0.309781,-0.178286,-0.0655954,
GYRO X,45,joueur_18,match_20221016,MT1,-0.76542,32.4507,0.248278,5.13533,32.4597,98.29,-35.2604,-16.4998,-0.904737,15.3431,32.6052,
GYRO Y,45,joueur_18,match_20221016,MT1,2.9055,73.4895,-0.355085,2.0751,73.5469,247.875,-86.2765,-31.7387,3.9869,42.4506,91.0992,
GYRO Z,45,joueur_18,match_20221016,MT1,1.44728,50.0691,-0.337464,3.8959,50.09,165.939,-52.879,-20.5047,1.33572,23.4572,57.5918,
NormeGradAcc,45,joueur_18,match_20221016,MT1,0.0445707,0.0441357,1.28653,1.13248,0.0627256,0.134143,0.00347236,0.0101273,0.0285891,0.0683461,0.112976,0.15564425770308124
NormeGradGyro,45,joueur_18,match_20221016,MT1,4.23477,3.76939,1.76441,4.4341,5.66935,11.2214,0.770191,1.54313,3.03207,5.87551,9.38093,
ACC X,5,joueur_18,match_20221016,MT2,-0.0378918,0.323502,-0.133554,5.81211,0.325714,0.950878,-0.377451,-0.205903,-0.0300884,0.131428,0.30333,
ACC Y,5,joueur_18,match_20221016,MT2,-0.919539,0.725893,-0.35526,0.736932,1.17153,2.67689,-1.92097,-1.13242,-0.96652,-0.622483,0.121805,
ACC Z,5,joueur_18,match_20221016,MT2,-0.421674,0.347135,-1.49723,5.57185,0.546179,1.05951,-0.870607,-0.576598,-0.330961,-0.234594,-0.0867358,
GYRO X,5,joueur_18,match_20221016,MT2,-0.268658,37.3338,0.0591453,5.2778,37.3348,116.806,-39.2528,-17.1157,-0.539004,15.907,39.2321,
GYRO Y,5,joueur_18,match_20221016,MT2,3.91308,76.7921,0.26938,4.27602,76.8917,260.13,-88.1486,-29.1891,2.08273,38.2074,95.7559,
GYRO Z,5,joueur_18,match_20221016,MT2,2.46448,55.6046,0.121264,4.9217,55.6592,184.263,-56.5394,-20.7133,1.08578,23.7078,63.9354,
NormeGradAcc,5,joueur_18,match_20221016,MT2,0.0472701,0.0513412,1.34076,1.31835,0.0697881,0.153622,0.00111878,0.00754135,0.0263792,0.0744375,0.128499,0.18714285714285714
NormeGradGyro,5,joueur_18,match_20221016,MT2,5.00545,5.12479,2.13639,8.73932,7.16366,14.4987,0.367268,1.35776,3.23031,7.39435,11.8224,
ACC X,10,joueur_18,match_20221016,MT2,-0.0451633,0.296943,0.0316402,2.39988,0.300358,0.897686,-0.371376,-0.232127,-0.0483706,0.132497,0.312608,
ACC Y,10,joueur_18,match_20221016,MT2,-0.91854,0.700125,-0.355348,0.917567,1.15494,2.58782,-1.85659,-1.16794,-0.922523,-0.634618,0.096313,
ACC Z,10,joueur_18,match_20221016,MT2,-0.420474,0.315841,-0.983566,3.12932,0.525884,0.992171,-0.851796,-0.59018,-0.365258,-0.217448,-0.0817797,
GYRO X,10,joueur_18,match_20221016,MT2,0.115902,34.4621,0.00985459,3.76772,34.4623,107.667,-37.7472,-17.9208,-0.578093,18.4804,38.3552,
GYRO Y,10,joueur_18,match_20221016,MT2,3.59746,72.9088,-0.161827,2.44561,72.9975,250.097,-81.3543,-29.3321,3.96659,38.3492,92.2589,
GYRO Z,10,joueur_18,match_20221016,MT2,1.94859,48.8057,-0.147777,2.55833,48.8446,167.578,-50.4908,-22.0319,1.35977,25.8251,57.8279,
NormeGradAcc,10,joueur_18,match_20221016,MT2,0.0450096,0.0454631,1.50056,1.99712,0.0639747,0.140136,0.00575172,0.0120337,0.0268447,0.0655317,0.116131,0.15626050420168067
NormeGradGyro,10,joueur_18,match_20221016,MT2,4.61754,4.21232,2.14677,9.69183,6.25022,12.4538,0.940733,1.6529,3.13446,6.43229,10.4551,
ACC X,15,joueur_18,match_20221016,MT2,-0.0494891,0.317058,0.110503,4.64229,0.320897,0.930169,-0.378912,-0.237553,-0.0535912,0.125701,0.300233,
ACC Y,15,joueur_18,match_20221016,MT2,-0.905775,0.704096,-0.322026,1.09473,1.14725,2.61057,-1.85073,-1.15487,-0.914909,-0.646014,0.105162,
ACC Z,15,joueur_18,match_20221016,MT2,-0.424512,0.318931,-1.09528,5.23099,0.530969,0.963807,-0.827234,-0.58121,-0.370226,-0.235619,-0.102256,
GYRO X,15,joueur_18,match_20221016,MT2,0.186949,36.8913,0.0749866,5.26184,36.8918,110.715,-37.1359,-17.6376,0.0512162,17.8759,37.7802,
GYRO Y,15,joueur_18,match_20221016,MT2,2.54387,77.3731,-0.144621,2.42253,77.4149,272.528,-89.6875,-30.2206,3.89962,37.3579,92.3681,
GYRO Z,15,joueur_18,match_20221016,MT2,0.897753,56.2532,-0.286995,5.91353,56.2604,182.892,-54.8118,-23.534,0.384804,25.5536,58.4952,
NormeGradAcc,15,joueur_18,match_20221016,MT2,0.0452651,0.048216,1.52624,1.95122,0.066134,0.146961,0.00521705,0.0106776,0.0249704,0.0664133,0.122379,0.16763305322128852
NormeGradGyro,15,joueur_18,match_20221016,MT2,4.64839,4.53591,1.9793,5.41387,6.49477,13.2145,0.895259,1.52763,2.89968,6.50038,10.8459,
ACC X,20,joueur_18,match_20221016,MT2,-0.0591362,0.275966,0.0494145,4.00799,0.282231,0.824669,-0.363505,-0.220494,-0.0557118,0.102462,0.259571,
ACC Y,20,joueur_18,match_20221016,MT2,-0.922403,0.671527,-0.286468,0.942431,1.14095,2.56388,-1.78523,-1.16313,-0.931683,-0.671737,0.0692859,
ACC Z,20,joueur_18,match_20221016,MT2,-0.401014,0.288966,-0.956084,2.61904,0.494281,0.90758,-0.800505,-0.557424,-0.347197,-0.209244,-0.0922178,
GYRO X,20,joueur_18,match_20221016,MT2,-0.0790886,31.1162,0.312804,4.36023,31.1163,95.2134,-32.9692,-16.1463,-1.14134,15.5983,33.1849,
GYRO Y,20,joueur_18,match_20221016,MT2,3.98687,68.0168,-0.143999,3.64145,68.1335,231.755,-67.8424,-25.2187,2.78957,34.5449,83.0907,
GYRO Z,20,joueur_18,match_20221016,MT2,2.46722,45.1967,0.0384708,5.3297,45.264,149.329,-42.0857,-18.2029,1.01463,22.914,50.7215,
NormeGradAcc,20,joueur_18,match_20221016,MT2,0.0408039,0.0428685,1.67036,2.37259,0.0591833,0.133276,0.0055603,0.0118421,0.0240589,0.0528342,0.109847,0.1369747899159664
NormeGradGyro,20,joueur_18,match_20221016,MT2,3.9396,3.65919,2.15661,6.66722,5.37682,10.7788,0.87042,1.50984,2.65962,5.17054,8.80811,
ACC X,25,joueur_18,match_20221016,MT2,-0.050641,0.301821,0.0982514,2.32473,0.30604,0.932718,-0.396996,-0.237017,-0.0487976,0.126834,0.304957,
ACC Y,25,joueur_18,match_20221016,MT2,-0.924516,0.722991,-0.310425,0.184911,1.17365,2.58994,-1.97217,-1.23257,-0.922205,-0.555201,0.113438,
ACC Z,25,joueur_18,match_20221016,MT2,-0.415324,0.341581,-1.33394,4.2638,0.537747,1.03002,-0.865667,-0.585884,-0.344895,-0.190537,-0.0662342,
GYRO X,25,joueur_18,match_20221016,MT2,-0.323528,33.595,0.338072,4.22633,33.5966,102.686,-35.8399,-17.7456,-1.62724,16.4222,36.7677,
GYRO Y,25,joueur_18,match_20221016,MT2,4.17237,75.7641,-0.0879689,0.975834,75.8789,263.831,-93.0679,-32.9788,5.37976,44.8664,97.8272,
GYRO Z,25,joueur_18,match_20221016,MT2,1.62299,50.7473,-0.075168,2.0433,50.7732,174.401,-59.3856,-23.1667,1.76983,27.5642,61.5666,
NormeGradAcc,25,joueur_18,match_20221016,MT2,0.048854,0.043907,1.1894,0.70913,0.0656852,0.133572,0.00755256,0.0152546,0.0311274,0.074728,0.117386,0.17450980392156862
NormeGradGyro,25,joueur_18,match_20221016,MT2,4.56114,3.60183,1.45258,2.55165,5.81181,10.9856,1.095,1.88757,3.4188,6.37501,9.64749,
ACC X,30,joueur_18,match_20221016,MT2,-0.0464286,0.244032,-0.000486332,4.74192,0.24841,0.739226,-0.321034,-0.183556,-0.0555335,0.090302,0.229805,
ACC Y,30,joueur_18,match_20221016,MT2,-0.945328,0.494712,0.111129,2.12426,1.06695,1.98127,-1.4572,-1.09974,-0.967658,-0.80871,-0.377872,
ACC Z,30,joueur_18,match_20221016,MT2,-0.368748,0.264678,-1.73507,7.1255,0.453905,0.779515,-0.713614,-0.472274,-0.310595,-0.207157,-0.129358,
GYRO X,30,joueur_18,match_20221016,MT2,-0.746981,29.1901,0.0795456,4.03724,29.1997,88.2718,-30.9287,-15.2016,-0.897863,13.2955,30.1138,
GYRO Y,30,joueur_18,match_20221016,MT2,3.27929,52.5262,-0.241027,2.63694,52.6284,178.508,-56.0948,-18.8528,2.60338,28.1794,61.3782,
GYRO Z,30,joueur_18,match_20221016,MT2,2.0307,37.5288,0.255959,6.60935,37.5837,110.922,-35.3749,-15.7674,1.32553,19.5146,39.902,
NormeGradAcc,30,joueur_18,match_20221016,MT2,0.0294918,0.0337891,1.91397,3.78858,0.0448494,0.104522,0.00234953,0.00708236,0.0171321,0.0364363,0.0803788,0.06966386554621849
NormeGradGyro,30,joueur_18,match_20221016,MT2,2.97706,2.8326,2.05888,5.47056,4.10932,8.7895,0.538653,1.16157,2.07945,3.75482,6.81666,
ACC X,5,joueur_52,match_20221016,MT1,-0.159593,0.424942,-4.62263e-05,6.65432,0.453923,1.30804,-0.690193,-0.379657,-0.141463,0.0602247,0.299867,
ACC Y,5,joueur_52,match_20221016,MT1,-1.13917,0.953921,-0.490495,1.42682,1.48583,3.41178,-2.30366,-1.51352,-1.21296,-0.576436,0.0870576,
ACC Z,5,joueur_52,match_20221016,MT1,-0.550923,0.420068,-0.453384,2.42221,0.692801,1.31225,-1.05217,-0.786446,-0.538805,-0.270006,-0.00268764,
GYRO X,5,joueur_52,match_20221016,MT1,-5.14026,32.7194,-0.626103,29.6045,33.1207,91.7063,-35.9814,-18.2023,-4.91026,7.89508,26.0495,
GYRO Y,5,joueur_52,match_20221016,MT1,0.57062,65.0564,0.205218,2.99548,65.0589,226.412,-76.4763,-24.3289,0.124346,23.5294,76.2149,
GYRO Z,5,joueur_52,match_20221016,MT1,-0.212879,35.2656,0.973126,12.6072,35.2663,107.75,-36.8833,-13.9783,-0.593052,12.7414,35.1022,
NormeGradAcc,5,joueur_52,match_20221016,MT1,0.0622231,0.0661168,1.73492,3.87633,0.0907918,0.202854,0.00553805,0.014388,0.0365948,0.0867968,0.163041,0.17372549019607844
NormeGradGyro,5,joueur_52,match_20221016,MT1,3.8143,3.87502,2.53551,13.1539,5.43733,11.1072,0.355193,1.203,2.61703,5.25529,8.67919,
